Text,Image,Folio
urn:cts:greekLit:tlg5026.msAext.hmt:13.A1,"urn:cite:hmt:vaimg.VA175RN-0346@0.817,0.3276,0.052,0.0203",urn:cite:hmt:msA.175r
urn:cts:greekLit:tlg5026.msAext.hmt:13.A2,"urn:cite:hmt:vaimg.VA175RN-0346@0.822,0.4711,0.035,0.0301",urn:cite:hmt:msA.175r
urn:cts:greekLit:tlg5026.msAext.hmt:13.A3,"urn:cite:hmt:vaimg.VA175RN-0346@0.82,0.722,0.051,0.0233",urn:cite:hmt:msA.175r
urn:cts:greekLit:tlg5026.msAext.hmt:13.A4,"urn:cite:hmt:vaimg.VA176VN-0678@0.145,0.5192,0.083,0.0301",urn:cite:hmt:msA.176v
